Business name,features
New Ebony Hotel,"40.800419399999996, -73.95405099999999, Hotel, 3.3, New York"
Coloma Cottages,"38.7993522, -120.88576499999999, Inn, 5.0, California"
Brown Estate of Lamar State College - Orange,"30.1073494, -93.7874684, Retreat center, 5.0, Texas"
Daddy Joes Lodging in Auberry,"37.0744355, -119.48600859999999, Lodge, 4.6, California"
Quality Inn,"40.760728, -73.833692, Lodge, 3.7, New York"
Scottish Inns,"27.742319, -98.0844982, Indoor lodging, 3.4, Texas"
Circle K mobil,"33.9830854, -117.7126653, Indoor lodging, 4.6, California"
Knights Inn Jacksboro,"33.203849999999996, -98.15225, Motel, 3.4, Texas"
George Farms,"29.1259166, -98.65997449999999, Self-catering accommodation, 4.4, Texas"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Hotel, 2.1, Texas"
Stateline Casino,"36.8036618, -114.0791419, Hotel, 3.8, Nevada"
Rio Palace Motor Inn,"33.941136199999995, -118.2779161, Motel, 3.7, California"
Delray South Shore Club,"26.4409788, -80.0619133, Lodging, 4.6, Florida"
JellyStone park,"32.4943756, -97.284286, Lodging, 4.7, Texas"
Ruby Ranch Lodge & Celebration Facility,"30.0729121, -97.9200596, Lodge, 4.5, Texas"
Blue Water Retreat,"28.988652799999997, -95.24007499999999, Indoor lodging, 4.4, Texas"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Hotel, 3.6, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Mystic Water Resort,"42.0286483, -78.64218129999999, Resort hotel, 4.7, New York"
Sunset RV Park & Cabins,"30.8031692, -94.4279174, Cabin rental agency, 4.1, Texas"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Motel, 3.7, Florida"
Red Roof Inn Orlando West,"28.5527265, -81.5461443, Hotel, 3.7, Florida"
A1 Value Inn Hernando,"28.8972436, -82.3729841, Hotel, 3.3, Florida"
Palace Inn 59 & Greens Rd,"29.9475338, -95.2939349, Hotel, 3.8, Texas"
Radisson Hotels & Suites Dallas-Love Field,"32.8201134, -96.8678886, Hotel, 2.4, Texas"
The Cabins at Matagorda,"28.7033731, -95.9642921, Indoor lodging, 4.5, Texas"
Rainbow Inn Motel,"25.8471251, -80.3128626, Motel, 3.3, Florida"
Super 8 Laredo,"27.523114999999997, -99.503931, Hotel, 3.5, Texas"
Menla Retreat and Dewa Spa,"42.0677379, -74.3709188, Resort hotel, 4.3, New York"
Studio 6,"29.4273039, -98.41566859999999, Hotel, 3.2, Texas"
Autumn Village,"39.4950423, -119.79561799999999, Lodging, 3.6, Nevada"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Coral Bells Motel,"34.264353799999995, -118.4205271, Indoor lodging, 3.2, California"
Sueno Motel,"29.388970999999998, -98.4795, Hotel, 3.5, Texas"
Knights Inn Bradenton,"27.479056, -82.562516, Inn, 3.2, Florida"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Hotel, 3.6, Texas"
Cocoa Beach Towers,"28.3700065, -80.6027483, Holiday accommodation service, 4.6, Florida"
Days Inn Madera,"36.982527399999995, -120.08745959999999, Motel, 3.1, California"
Marco Resort & Club,"25.973250999999998, -81.7283717, Hotel, 4.4, Florida"
Gatewood MOTEL,"36.1513294, -115.1072751, Motel, 3.3, Nevada"
La Posada Inn Brownsville,"25.9453353, -97.5056991, Hotel, 3.4, Texas"
Rodeway Inn,"27.484928, -97.849824, Hotel, 3.3, Texas"
Days Inn by Wyndham Mt. Pleasant,"33.1659363, -94.9991546, Hotel, 3.6, Texas"
IHG Army Hotels Fort Drum Inn,"44.035703, -75.786215, Hotel, 3.9, New York"
Ramada Amherst/Getzville Hotel and Conference Center,"43.008437199999996, -78.77917719999999, Lodge, 3.5, New York"
Town House Motel Airport,"29.515662199999998, -98.460308, Indoor lodging, 3.4, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
Mac Arthur Inn ( MOTEL ),"40.7817941, -73.0892251, Motel, 2.8, New York"
The Sullivan Event Center,"41.623656, -74.5912791, Hotel, 4.3, New York"
Lyx Miami Suites,"25.7850193, -80.227238, Lodge, 3.7, Florida"
Fairy Tails Pet Grooming,"30.7900377, -85.67987079999999, Pet friendly accommodation, 4.8, Florida"
Urban Mutt Retreat,"29.976443699999997, -95.64846179999999, Pet friendly accommodation, 4.8, Texas"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Retreat center, 5.0, Texas"
Austin Suites Hotel,"30.3457515, -97.6972012, Extended stay hotel, 2.0, Texas"
Motel 92,"28.020870199999997, -82.2000961, Motel, 3.6, Florida"
Christian Retreat,"27.5195083, -82.40289299999999, Hotel, 4.4, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
Scottish Inns,"27.742319, -98.0844982, Motel, 3.4, Texas"
Moose Lodge 557,"30.523487499999998, -87.20717429999999, Lodge, 4.7, Florida"
Exchange Hotel Inc,"42.0779332, -73.9526262, Hotel, 4.6, New York"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Lodge, 3.5, Texas"
Sunny Mornings at Cedar Creek Lake,"32.30851, -96.17836919999999, Lodging, 4.2, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Canine Cabana,"27.8576686, -82.2846419, Pet friendly accommodation, 4.8, Florida"
Econo Lodge,"41.739263, -74.051198, Hotel, 3.1, New York"
Eastwind Beach Club,"26.4651298, -80.0580265, Hotel, 4.6, Florida"
Camp Paradise,"39.548490199999996, -121.1392061, Retreat center, 4.8, California"
The 12 Step Group,"28.3567456, -80.74673039999999, Hotel, 4.7, Florida"
Scottish Inns & Suites,"29.784008099999998, -95.6496154, Hotel, 3.6, Texas"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Resort hotel, 4.4, Nevada"
Rodeway Inn,"27.484928, -97.849824, Hotel, 3.3, Texas"
Newman’s Castle,"29.980275, -96.3042103, Lodging, 4.6, Texas"
Relax Motel,"32.7409296, -97.03575509999999, Lodging, 3.0, Texas"
New Ebony Hotel,"40.800419399999996, -73.95405099999999, Hotel, 3.3, New York"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Palm Motel,"34.5826762, -118.11907169999999, Motel, 3.1, California"
Loyal Order of Moose,"25.6063816, -80.34988729999999, Lodging, 4.8, Florida"
Pequena Habana,"25.769652999999998, -80.21012669999999, Lodging, 4.2, Florida"
The Pavilion Townhomes,"32.6911398, -97.1330107, Lodging, 3.8, Texas"
Wingate by Wyndham Miramar,"25.9832592, -80.3473305, Hotel, 3.5, Florida"
The Castaways On the River,"29.1658458, -81.52429, Resort hotel, 4.5, Florida"
Bandera Lodge,"29.7299893, -99.06358829999999, Lodging, 3.5, Texas"
Howard Johnson Inn & Suites San Antonio Near AT&T Center,"29.451575499999997, -98.4220119, Inn, 3.9, Texas"
Q Lodging Motel,"29.4042447, -98.6276477, Motel, 1.8, Texas"
Watts RV Park Rental Cabins,"32.664463, -94.983575, Homestay, 3.8, Texas"
Best Western Bonita Springs Hotel And Suites - CLOSED,"26.332530199999997, -81.75392289999999, Hotel, 3.3, Florida"
Winters Creek Lodge,"39.3182812, -119.8698015, Ski resort, 4.6, Nevada"
Quail Creek Plantation,"27.4522579, -80.7160059, Lodge, 4.9, Florida"
Trafalgar Village Resort,"28.2261597, -81.484079, Hotel, 4.5, Florida"
Motel 6 San Angelo - South,"31.4162987, -100.4404248, Hotel, 2.9, Texas"
Flamingo casino Las Vegas,"36.1164889, -115.1707691, Hotel, 4.3, Nevada"
Buffalo Airport Inn,"42.950626299999996, -78.693213, Motel, 2.4, New York"
Bonnie Springs Motel,"36.0590858, -115.4513053, Motel, 4.0, Nevada"
Rodeway Inn Near Florida Mall,"28.468061, -81.39614399999999, Hotel, 2.7, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Maple Ski Ridge,"42.8177282, -74.03164819999999, Ski resort, 4.5, New York"
Pineywoods Camp,"31.020048199999998, -95.0310394, Retreat center, 4.8, Texas"
Magnuson Hotel Pensacola,"30.4948639, -87.26289539999999, Indoor lodging, 2.2, Florida"
Beach access,"26.4415546, -81.9293591, Lodging, 4.9, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Daddy Joes Lodging in Auberry,"37.0744355, -119.48600859999999, Motel, 4.6, California"
Sea-View condos,"30.242794999999997, -85.928646, Lodge, 4.0, Florida"
Relax Inn,"26.6481839, -81.8622412, Hotel, 3.0, Florida"
"Hot Tub & Sauna In Private Rooms | San Lorezo, CA","37.6751165, -122.12447139999999, Indoor lodging, 4.3, California"
Ybor Resort & Spa,"27.9610831, -82.4425952, Resort hotel, 3.9, Florida"
Universal Barber Shop,"27.7707327, -82.67433869999999, Lodging, 4.2, Florida"
Baymont Inn & Suites Austin South,"30.211661199999998, -97.75266889999999, Inn, 2.9, Texas"
Best Bet Lodging,"39.5157053, -119.8084962, Lodge, 3.5, Nevada"
OYO Hotel Yoakum West,"29.2997072, -97.159109, Serviced accommodation, 4.6, Texas"
Desert Star Motel,"36.1564854, -115.1496189, Motel, 3.0, Nevada"
Tom Ison Senior and Veteran Center,"28.5903034, -81.5337366, Serviced accommodation, 4.2, Florida"
Delta Inn,"29.5258693, -98.3945007, Motel, 2.7, Texas"
Exquisitely You,"30.0462551, -99.13889309999999, Resort hotel, 4.5, Texas"
Haven Motel,"26.108345, -80.2025146, Motel, 3.4, Florida"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Extended stay hotel, 2.8, Florida"
Black Bayou RV and Cabins,"28.6452551, -96.8928785, Hotel, 3.9, Texas"
Days Inn Morro Bay,"35.3682975, -120.85020209999999, Hotel, 3.9, California"
Budget Motel Albany,"42.6955743, -73.8083578, Lodge, 2.4, New York"
Highland Heights Masonic Lodge #200 PHA,"29.854140899999997, -95.4176332, Lodge, 3.7, Texas"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Hotel, 3.5, Texas"
Niagara Shores Campground and Conference Center,"43.3429024, -78.6801596, Indoor lodging, 4.8, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Angelina Lakeside Inn,"28.6634727, -81.8511359, Motel, 3.5, Florida"
Coastal Sisters Charming Rentals,"28.9464439, -95.289321, Lodging, 4.1, Texas"
Paws Up Certified Dog Training & Pet Supplies,"43.014733299999996, -74.20798239999999, Pet friendly accommodation, 4.9, New York"
"Scottish Inns Vallejo, CA","38.1076098, -122.2292136, Motel, 3.4, California"
The Castaways On the River,"29.1658458, -81.52429, Hotel, 4.5, Florida"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Wellness hotel, 5.0, Texas"
El Rinconcito Tepeyac,"40.809470499999996, -73.9233512, Self-catering accommodation, 4.0, New York"
Cedarkirk Cedar Lodge,"27.8730062, -82.1792337, Lodge, 4.8, Florida"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Group accommodation, 5.0, Texas"
Fairy Tails Pet Grooming,"30.7900377, -85.67987079999999, Pet friendly accommodation, 4.8, Florida"
Maple Ski Ridge,"42.8177282, -74.03164819999999, Ski resort, 4.5, New York"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Hilton Grand Vacations Sales Center,"28.399986799999997, -81.49302229999999, Hotel, 4.1, Florida"
Carson Hot Springs Resort,"39.193320199999995, -119.7519016, Hot spring hotel, 4.4, Nevada"
Americas Best Value Inn,"30.520492899999997, -97.6899574, Hotel, 3.3, Texas"
Aqua Motel,"33.7606239, -117.8642654, Motel, 3.7, California"
Sea Oaks,"27.7550292, -80.3964834, Lodging, 4.7, Florida"
Harbor Island Apartments,"36.109714, -115.1578794, Hotel, 2.4, Nevada"
Riverbend Retreat Center,"32.2052806, -97.6934668, Retreat center, 4.8, Texas"
Comfort Motel,"32.7659568, -96.8472767, Motel, 2.8, Texas"
VOA Mens Shelter,"39.530033599999996, -119.80890819999999, Lodging, 2.8, Nevada"
Harbor Island Apartments,"36.109714, -115.1578794, Hotel, 2.4, Nevada"
Crystal Spa & Nails,"33.224609, -97.5938449, Resort hotel, 4.3, Texas"
Aqua Motel,"33.7606239, -117.8642654, Hotel, 3.7, California"
Delta Manor Men's Shelter,"40.838667799999996, -73.8670539, Hostel, 3.3, New York"
Moose Lodge 557,"30.523487499999998, -87.20717429999999, Lodge, 4.7, Florida"
House of Wag,"32.772825, -97.304648, Pet friendly accommodation, 4.7, Texas"
Drift Inn RV Resort,"39.1214747, -122.86163529999999, Resort hotel, 3.1, California"
Cazadores Restaurant & Motel,"29.4601713, -98.3153126, Motel, 3.9, Texas"
Buffalo Airport Inn,"42.950626299999996, -78.693213, Inn, 2.4, New York"
IdleAir,"31.662022999999998, -106.23814159999999, Hotel, 3.2, Texas"
Padre Escapes Vacation Rentals,"27.607846, -97.22258, Indoor lodging, 4.3, Texas"
Watts RV Park Rental Cabins,"32.664463, -94.983575, Homestay, 3.8, Texas"
Elks Lodge #2492,"34.265422699999995, -118.6598621, Lodge, 4.5, California"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Lodge, 3.5, Texas"
Purley Gates Retreat Center,"33.081878599999996, -95.2424163, Lodging, 4.6, Texas"
Bed and Biscuit Inn,"29.4687222, -81.1423722, Lodging, 4.7, Florida"
The Scheppard’s Hook Motel,"43.6312237, -76.1536187, Lodge, 4.5, New York"
Amco Hotel and Suites/ Fort Hood,"31.118394799999997, -97.7433471, Hotel, 2.6, Texas"
Georgetown Inn,"42.7681809, -75.7365593, Inn, 4.4, New York"
Lee Canyon,"36.3037018, -115.6796327, Ski resort, 4.6, Nevada"
Americas Best Value Inn,"30.520492899999997, -97.6899574, Hotel, 3.3, Texas"
American Inn & Suites,"31.352374899999997, -96.15153099999999, Hotel, 3.7, Texas"
Howard Johnson Inn Austin I-35,"30.228733499999997, -97.7430634, Motel, 2.4, Texas"
The Wildflower Country Inn and Event Center,"29.9430053, -98.1018268, Retreat center, 5.0, Texas"
Padre Escapes Vacation Rentals,"27.607846, -97.22258, Indoor lodging, 4.3, Texas"
Clairbnb,"36.1618019, -115.1362793, Hotel, 4.1, Nevada"
Bandera Lodge,"29.7299893, -99.06358829999999, Indoor lodging, 3.5, Texas"
Dog Bed & Breakfast,"26.9257104, -82.2395682, Pet friendly accommodation, 4.9, Florida"
Scottish Inns & Suites,"29.784008099999998, -95.6496154, Motel, 3.6, Texas"
Howard Johnson by Wyndham Willowbrook,"29.9692671, -95.56111779999999, Hotel, 3.9, Texas"
A Place To Be Motel,"27.127169199999997, -82.4710487, Hotel, 4.0, Florida"
Kadampa Meditation Center New York,"41.4771667, -74.79059769999999, Retreat center, 4.8, New York"
Luxury Champions Gate Villa,"28.259584999999998, -81.65482, Holiday accommodation service, 4.7, Florida"
Lookout Lodge Resort,"24.970901299999998, -80.5580128, Resort hotel, 4.1, Florida"
Catfish Cabins,"30.837275199999997, -95.1347187, Cabin rental agency, 4.8, Texas"
Baymont Inn & Suites Austin South,"30.211661199999998, -97.75266889999999, Hotel, 2.9, Texas"
Deep Well Motel,"42.097294999999995, -76.287369, Hotel, 2.8, New York"
Frios Gourmet Pops,"32.931248, -97.2305935, Self-catering accommodation, 4.9, Texas"
Cottages Christian Retreat,"30.256044099999997, -85.9606919, Retreat center, 4.7, Florida"
Loma Linda Commons Apartment,"34.0573067, -117.2542831, Lodging, 3.8, California"
Manatee Cove,"25.235439, -80.4296519, Lodging, 4.7, Florida"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Extended stay hotel, 2.1, Texas"
The Club at LaPlaya Beach & Golf Resort,"26.2612456, -81.8242112, Resort hotel, 4.5, Florida"
Americas Best Value Inn & Suites Wine Country,"38.4787325, -122.7349292, Hotel, 2.8, California"
Motel 6 San Angelo - South,"31.4162987, -100.4404248, Hotel, 2.9, Texas"
Americas Best Value Inn Red Oak Dallas,"32.515783899999995, -96.821029, Hotel, 2.5, Texas"
Washington Courts,"29.4293066, -98.53679079999999, Motel, 3.6, Texas"
American Inn & Suites,"31.352374899999997, -96.15153099999999, Hotel, 3.7, Texas"
Magic Waters,"25.7002004, -80.3610728, Lodging, 4.4, Florida"
Riverside Golf & Boating Resort Office,"27.681582799999997, -82.46522689999999, Resort hotel, 4.3, Florida"
Lake Kathryn Motel - CLOSED,"28.685243399999997, -81.3318804, Motel, 2.8, Florida"
Vintage Ranch,"35.6639, -120.73191899999999, Self-catering accommodation, 4.9, California"
The Castaways On the River,"29.1658458, -81.52429, Hotel, 4.5, Florida"
Shangri-La,"42.566193999999996, -77.399333, Indoor lodging, 4.8, New York"
Briggs Ranch Golf Club,"29.407543, -98.759908, Resort hotel, 4.9, Texas"
Atlantique Beach House,"26.3116041, -80.07803229999999, Motel, 4.6, Florida"
Americas Best Value Inn,"30.693329499999997, -95.55415479999999, Hotel, 2.5, Texas"
Americas Best Value Inn Las Vegas,"36.0995491, -115.1652331, Motel, 2.9, Nevada"
Blue Mountain Reservation Trail Lodge,"41.271562499999995, -73.9214344, Hostel, 4.5, New York"
Everglades Hostel and Tours- An Urban Oasis,"25.447527899999997, -80.4796578, Retreat center, 4.5, Florida"
Lakeview Camp and Retreat Center,"32.328006699999996, -96.96980289999999, Retreat center, 4.6, Texas"
Angie's Motel,"26.2548569, -98.3587525, Motel, 4.3, Texas"
John Knox Ranch - Summer Camp and Retreat Center,"29.9671897, -98.1944503, Retreat center, 4.9, Texas"
Camp Kulaqua Retreat and Conference Center,"29.8504683, -82.5916124, Retreat center, 4.7, Florida"
Washington Courts,"29.4293066, -98.53679079999999, Motel, 3.6, Texas"
Pet Express Wash,"41.1095097, -73.79626499999999, Pet friendly accommodation, 4.8, New York"
Harbor Inn Bayfront,"27.795128799999997, -97.3919966, Hotel, 2.6, Texas"
Siegel Suites Twain II,"36.1217019, -115.14289749999999, Indoor lodging, 2.6, Nevada"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Extended stay hotel, 2.1, Texas"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Hotel, 2.8, Florida"
Cocoa Beach Towers,"28.3700065, -80.6027483, Resort hotel, 4.6, Florida"
Star Motel,"28.378304699999997, -82.6792076, Motel, 2.6, Florida"
Jackie Robinson Training Complex,"27.6430103, -80.4282588, Hotel, 4.4, Florida"
Days Inn by Wyndham Pearsall,"28.890697399999997, -99.11810679999999, Inn, 3.7, Texas"
Coastal Sisters Charming Rentals,"28.9464439, -95.289321, Lodging, 4.1, Texas"
Macks Inn,"44.5229551, -75.5923627, Inn, 4.5, New York"
Seminole Garden Apartments,"33.7925372, -116.49962319999999, Lodging, 3.2, California"
Harmony Hills,"41.735511699999996, -74.627433, Lodging, 4.7, New York"
Motel Sierra Vista,"35.2997746, -119.0017548, Motel, 4.4, California"
Daytona Beach Oceanside Inn,"29.199479999999998, -80.99375909999999, Hotel, 4.4, Florida"
Fido's Kitchen,"36.143276, -115.26288699999999, Pet friendly accommodation, 5.0, Nevada"
New Ebony Hotel,"40.800419399999996, -73.95405099999999, Hotel, 3.3, New York"
Master Apartments,"40.8003985, -73.9710362, Indoor lodging, 4.4, New York"
Hawthorn Suites By Wyndham Jacksonville,"30.2221014, -81.5760727, Lodge, 2.8, Florida"
Yogi Bear RV Campground,"30.0717462, -99.2055348, Lodging, 4.8, Texas"
Summit Inn Hotel & Suites,"29.891854, -97.915345, Lodge, 2.1, Texas"
Country Inn Motel,"34.0635583, -117.6827812, Motel, 4.0, California"
Tribeca blu,"40.7190192, -74.0016845, Lodging, 3.6, New York"
Microtel Inn & Suites by Wyndham San Antonio Airport North,"29.580441, -98.475115, Lodge, 3.5, Texas"
Siena Golf Club,"36.107853999999996, -115.32462299999999, Resort hotel, 4.4, Nevada"
Riverside Golf & Boating Resort Office,"27.681582799999997, -82.46522689999999, Resort hotel, 4.3, Florida"
Knights Inn Bradenton,"27.479056, -82.562516, Motel, 3.2, Florida"
La Quinta Inn by Wyndham,"32.7040649, -96.27665309999999, Indoor lodging, 3.6, Texas"
Red Barn Pet Ranch,"29.748488, -98.400217, Pet friendly accommodation, 4.8, Texas"
Anglers Riverside Retreat,"29.164261399999997, -81.52430869999999, Cabin rental agency, 4.5, Florida"
